"Timestamp","Sex","Age","Highest completed level of education","Do you have a significant other?","Which one do you prefer most?","How many sexual partners have you had in the past year ","Would you consider yourself sexually adventurous?","What type of snacks do you prefer?"
"2018/11/15 5:42:42 AM GMT+1","Female","15","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:43:01 AM GMT+1","Female","18","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:44:06 AM GMT+1","Male","26","Bachelor","No","Sex","2","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:44:21 AM GMT+1","Male","21","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:44:42 AM GMT+1","Male","41","PhD","Yes","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:45:44 AM GMT+1","Male","46","Masters","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:45:47 AM GMT+1","Male","22","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:47:01 AM GMT+1","Female","31","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:48:15 AM GMT+1","Male","21","Bachelor","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:49:05 AM GMT+1","Male","48","Bachelor","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:50:02 AM GMT+1","Male","19","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:51:05 AM GMT+1","Female","25","High school","Yes","Sex","4","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:52:16 AM GMT+1","Male","24","Bachelor","No","Sex","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:52:58 AM GMT+1","Male","26","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:53:23 AM GMT+1","Male","23","Bachelor","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 5:54:18 AM GMT+1","Female","20","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:54:53 AM GMT+1","Female","18","High school","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:57:32 AM GMT+1","Female","23","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 5:59:56 AM GMT+1","Male","18","High school","No","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:00:09 AM GMT+1","Female","29","Masters","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:00:15 AM GMT+1","Male","22","Bachelor","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:01:07 AM GMT+1","Female","19","High school","Yes","Cuddling","4","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:01:10 AM GMT+1","Male","20","High school","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:01:18 AM GMT+1","Male","22","Bachelor","No","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:01:37 AM GMT+1","Female","21","Bachelor","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:03:08 AM GMT+1","Female","28","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:03:47 AM GMT+1","Female","35","Masters","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:04:13 AM GMT+1","Male","29","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:04:32 AM GMT+1","Male","28","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:05:13 AM GMT+1","Male","37","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:05:55 AM GMT+1","Male","24","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:07:06 AM GMT+1","Female","26","Bachelor","Maybe","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:07:31 AM GMT+1","Male","18","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:10:53 AM GMT+1","Male","27","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:14:45 AM GMT+1","Male","25","Masters","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:16:13 AM GMT+1","Male","21","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:16:41 AM GMT+1","Female","26","Masters","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:17:41 AM GMT+1","Female","30","Masters","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:17:55 AM GMT+1","Male","31","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:18:36 AM GMT+1","Female","17","No education","No","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:18:40 AM GMT+1","Male","21","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:19:16 AM GMT+1","Female","38","Bachelor","Yes","Cuddling","18","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:20:42 AM GMT+1","Female","23","Bachelor","No","Sex","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:21:14 AM GMT+1","Male","31","Bachelor","No","Sex","3","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:21:16 AM GMT+1","Male","21","High school","Yes","Cuddling","4","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:23:04 AM GMT+1","Male","37","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:23:28 AM GMT+1","Male","23","High school","Maybe","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:24:04 AM GMT+1","Female","26","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:24:18 AM GMT+1","Female","33","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:26:01 AM GMT+1","Female","42","High school","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:26:03 AM GMT+1","Female","20","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:27:03 AM GMT+1","Male","27","Bachelor","No","Sex","3","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:27:05 AM GMT+1","Female","19","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:27:39 AM GMT+1","Female","20","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:30:03 AM GMT+1","Male","25","Bachelor","Maybe","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:30:34 AM GMT+1","Male","","High school","No","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:31:12 AM GMT+1","Female","50","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:32:55 AM GMT+1","Male","25","Masters","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:33:28 AM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:34:53 AM GMT+1","Female","25","Bachelor","No","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:36:03 AM GMT+1","Female","21","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:36:10 AM GMT+1","Male","18","High school","No","Sex","5","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:37:08 AM GMT+1","Male","28","Bachelor","Yes","Sex","5","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:38:13 AM GMT+1","Male","33","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:38:50 AM GMT+1","Male","40","PhD","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:40:53 AM GMT+1","Female","36","High school","Yes","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:41:19 AM GMT+1","Nonbinary","22","Masters","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:44:04 AM GMT+1","Male","27","Bachelor","No","Sex","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:45:19 AM GMT+1","Male","26","Masters","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:46:42 AM GMT+1","Female","15","No education","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:47:20 AM GMT+1","Female","25","High school","Yes","Sex","4","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:47:25 AM GMT+1","Female","22","High school","No","Cuddling","5","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:47:30 AM GMT+1","Female","34","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:47:39 AM GMT+1","Female","21","Bachelor","No","Sex","4","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:48:25 AM GMT+1","Male","16","High school","No","Sex","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:50:13 AM GMT+1","Transgender male","18","High school","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:50:27 AM GMT+1","Male","26","High school","No","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:50:57 AM GMT+1","Female","18","No education","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:51:35 AM GMT+1","Male","19","High school","No","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:51:45 AM GMT+1","Male","25","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:52:44 AM GMT+1","Male","26","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:52:57 AM GMT+1","Male","19","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 6:53:05 AM GMT+1","Female","25","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:56:20 AM GMT+1","Male","18","High school","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:57:03 AM GMT+1","Female","19","High school","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 6:57:48 AM GMT+1","Female","26","Bachelor","No","Sex","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:00:04 AM GMT+1","Female","21","High school","No","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:00:40 AM GMT+1","Female","24","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:00:52 AM GMT+1","Male","23","Bachelor","No","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:01:09 AM GMT+1","Female","22","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:02:31 AM GMT+1","Prefer not to say","22","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:02:41 AM GMT+1","Male","33","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:03:49 AM GMT+1","Female","33","Bachelor","No","Cuddling","10","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:03:51 AM GMT+1","Female","21","High school","Yes","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:04:01 AM GMT+1","Male","5000","PhD","Maybe","Sex","77","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:04:10 AM GMT+1","Female","22","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:04:19 AM GMT+1","Female","38","Masters","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:04:58 AM GMT+1","Female","21","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:07:25 AM GMT+1","Male","36","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:07:55 AM GMT+1","Female","29","PhD","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:08:18 AM GMT+1","Male","17","High school","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:09:24 AM GMT+1","Female","18","High school","Yes","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:11:10 AM GMT+1","Female","21","Bachelor","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:12:48 AM GMT+1","Male","16","No education","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:13:46 AM GMT+1","Female","47","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:13:48 AM GMT+1","Female","20","High school","No","Sex","5","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:17:10 AM GMT+1","Male","18","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:18:23 AM GMT+1","Male","29","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:18:25 AM GMT+1","Female","42","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:18:48 AM GMT+1","Male","21","Masters","No","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:23:09 AM GMT+1","Male","21","High school","Yes","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:25:11 AM GMT+1","Female","20","High school","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:25:41 AM GMT+1","Female","23","High school","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:26:12 AM GMT+1","Male","34","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:26:20 AM GMT+1","Female","33","Masters","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:28:03 AM GMT+1","Male","20","High school","No","Sex","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:29:30 AM GMT+1","Female","20","High school","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:29:52 AM GMT+1","Male","15","No education","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:31:45 AM GMT+1","Male","38","Masters","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:31:58 AM GMT+1","Female","35","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:33:19 AM GMT+1","Female","20","High school","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:34:00 AM GMT+1","Male","33","Bachelor","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:36:11 AM GMT+1","Male","20","High school","No","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:37:33 AM GMT+1","Female","31","Bachelor","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:42:37 AM GMT+1","Female","15","No education","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:43:26 AM GMT+1","Male","20","Bachelor","No","Sex","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:44:45 AM GMT+1","Female","23","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:45:42 AM GMT+1","Male","24","Bachelor","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:45:43 AM GMT+1","Male","20","High school","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:48:12 AM GMT+1","Female","23","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:48:16 AM GMT+1","Male","38","Masters","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:48:52 AM GMT+1","Male","28","Bachelor","No","Cuddling","15","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:51:35 AM GMT+1","Female","24","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:51:58 AM GMT+1","Male","28","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:53:28 AM GMT+1","Female","","Masters","Yes","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 7:55:30 AM GMT+1","Male","38","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:57:35 AM GMT+1","Male","18","High school","Yes","Sex","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 7:58:41 AM GMT+1","Female","25","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:00:04 AM GMT+1","Female","33","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:00:38 AM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:01:04 AM GMT+1","Female","21","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:02:47 AM GMT+1","Female","27","High school","No","Sex","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:03:47 AM GMT+1","Male","21","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:07:54 AM GMT+1","Female","25","High school","Yes","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:09:59 AM GMT+1","Female","31","Masters","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:10:09 AM GMT+1","Female","23","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:10:47 AM GMT+1","Male","33","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:10:53 AM GMT+1","Female","30","Bachelor","Yes","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:11:52 AM GMT+1","Female","18","High school","Yes","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:15:30 AM GMT+1","Male","18","High school","No","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:15:34 AM GMT+1","Male","29","Bachelor","No","Cuddling","0","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:16:45 AM GMT+1","Male","17","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:17:03 AM GMT+1","Male","19","High school","Yes","Cuddling","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:17:08 AM GMT+1","Male","23","Bachelor","No","Cuddling","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:17:15 AM GMT+1","Male","31","High school","Yes","Sex","3","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:17:17 AM GMT+1","Male","26","Bachelor","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:19:23 AM GMT+1","Male","34","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:22:29 AM GMT+1","Male","22","High school","No","Sex","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:24:09 AM GMT+1","Male","25","Bachelor","No","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:24:24 AM GMT+1","Male","18","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:24:27 AM GMT+1","Male","18","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:24:40 AM GMT+1","Male","22","High school","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:26:05 AM GMT+1","Female","31","High school","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:26:07 AM GMT+1","Female","29","Bachelor","Yes","Cuddling","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:26:10 AM GMT+1","Male","21","High school","No","Sex","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:28:03 AM GMT+1","Male","24","Bachelor","Yes","Sex","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:28:03 AM GMT+1","Female","21","High school","No","Sex","0","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:28:21 AM GMT+1","Male","29","Bachelor","Yes","Sex","2","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:28:57 AM GMT+1","Female","23","High school","No","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:32:41 AM GMT+1","Male","22","High school","No","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:35:57 AM GMT+1","Male","41","Masters","Yes","Sex","1","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:37:17 AM GMT+1","Male","29","High school","No","Cuddling","37","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:38:30 AM GMT+1","Male","20","High school","No","Sex","5","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:40:35 AM GMT+1","Female","21","Bachelor","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:41:37 AM GMT+1","Male","18","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:42:26 AM GMT+1","Male","23","Bachelor","No","Cuddling","2","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:42:36 AM GMT+1","Male","25","High school","No","Sex","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:43:29 AM GMT+1","Male","23","Bachelor","No","Sex","3","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:43:41 AM GMT+1","Male","22","Bachelor","No","Sex","3","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:47:45 AM GMT+1","Male","52","Masters","Yes","Cuddling","0","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:47:48 AM GMT+1","Male","30","PhD","Maybe","Sex","8","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:49:59 AM GMT+1","Male","21","Bachelor","No","Sex","2","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 8:51:18 AM GMT+1","Female","18","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:56:05 AM GMT+1","Male","18","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 8:56:53 AM GMT+1","Female","35","Bachelor","Yes","Sex","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:01:38 AM GMT+1","Male","22","Masters","Yes","Cuddling","5","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:01:59 AM GMT+1","Female","25","High school","No","Cuddling","0","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:03:16 AM GMT+1","Male","18","High school","Yes","Cuddling","1","Maybe","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:07:16 AM GMT+1","Male","43","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:09:31 AM GMT+1","Male","21","Bachelor","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:09:43 AM GMT+1","Female","36","Masters","Yes","Cuddling","1","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:12:26 AM GMT+1","Female","26","Masters","Maybe","Cuddling","1","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:15:53 AM GMT+1","Female","20","High school","Yes","Cuddling","1","No","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:16:20 AM GMT+1","Female","20","High school","No","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:16:53 AM GMT+1","Female","20","High school","Yes","Cuddling","3","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:17:43 AM GMT+1","Male","20","Bachelor","No","Cuddling","0","Maybe","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:18:47 AM GMT+1","Female","29","Masters","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:21:23 AM GMT+1","Female","20","High school","No","Cuddling","0","No","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:24:25 AM GMT+1","Female","20","High school","Yes","Cuddling","2","Yes","Sweet Snacks (Cookies, Candy, etc)"
"2018/11/15 9:24:42 AM GMT+1","Female","32","High school","No","Cuddling","6","Yes","Savoury Snacks (Crisps, Hummus, etc)"
"2018/11/15 9:26:41 AM GMT+1","Female","59","High school","Yes","Cuddling","1","Yes","Sweet Snacks (Cookies, Candy, etc)"
